replicon	Assembly	Accession	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
GCF_042464765.1_NZ_CP170249.1_dnaA0_rlmHplus1Mbp	GCF_042464765.1	NZ_CP170249.1	GCF_042464765.1_NZ_CP170249.1_dnaA0_rlmHplus1Mbp_56	RM__Type_I_MTases_FAM_3	56	defense-finder-models/RM/RM/RM_Type_I	GCF_042464765.1_NZ_CP170249.1_dnaA0_rlmHplus1Mbp_RM_Type_I_2	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	596	2.5e-193	639.7	0.721	0.805	12	491	NA	GCF_042464765.1_NZ_CP170249.1_dnaA0_rlmHplus1Mbp_PrrC_1	RM	RM_Type_I	Defense
GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp	GCF_042464775.1	NZ_CP170250.1	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_23	CBASS__Cyclase_II	23	defense-finder-models/DefenseFinder/CBASS/CBASS_I	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_CBASS_I_2	1	1	1	2	1	CBASS__Cyclase_SMODS	mandatory	461	3.6e-35	117.5	0.888	0.636	1	293	NA	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_CBASS_1	CBASS	CBASS_I	Defense
GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp	GCF_042464775.1	NZ_CP170250.1	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_24	CBASS__Effector_2TM_Sa_NUDIX	24	defense-finder-models/DefenseFinder/CBASS/CBASS_I	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_CBASS_I_2	1	1	1	2	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	307	2.3e-72	238.9	0.995	0.655	85	285	NA	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_CBASS_1	CBASS	CBASS_I	Defense
GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp	GCF_042464775.1	NZ_CP170250.1	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_26	RM_Type_III__Type_III_MTases_FAM_0	26	defense-finder-models/RM/RM/RM_Type_III	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_RM_Type_III_3	1	1	1	2	1	RM_Type_III__Type_III_MTases_FAM_0	mandatory	650	8.5e-161	532.8	0.983	0.995	2	648	NA		RM	RM_Type_III	Defense
GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp	GCF_042464775.1	NZ_CP170250.1	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_27	RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed	27	defense-finder-models/RM/RM/RM_Type_III	GCF_042464775.1_NZ_CP170250.1_dnaA0_rlmHplus1Mbp_RM_Type_III_3	1	1	1	2	1	RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed	mandatory	990	0	1014.1	0.998	0.995	1	985	NA		RM	RM_Type_III	Defense
GCF_042934525.1_NZ_CP170659.1_dnaA0_rlmHplus1Mbp	GCF_042934525.1	NZ_CP170659.1	GCF_042934525.1_NZ_CP170659.1_dnaA0_rlmHplus1Mbp_24	CBASS__Cyclase_II	24	defense-finder-models/DefenseFinder/CBASS/CBASS_I	GCF_042934525.1_NZ_CP170659.1_dnaA0_rlmHplus1Mbp_CBASS_I_2	1	1	1	2	1	CBASS__Cyclase_SMODS	mandatory	461	3.2e-35	117.6	0.888	0.636	1	293	NA	GCF_042934525.1_NZ_CP170659.1_dnaA0_rlmHplus1Mbp_CBASS_1	CBASS	CBASS_I	Defense
GCF_042934525.1_NZ_CP170659.1_dnaA0_rlmHplus1Mbp	GCF_042934525.1	NZ_CP170659.1	GCF_042934525.1_NZ_CP170659.1_dnaA0_rlmHplus1Mbp_25	CBASS__Effector_2TM_Sa_NUDIX	25	defense-finder-models/DefenseFinder/CBASS/CBASS_I	GCF_042934525.1_NZ_CP170659.1_dnaA0_rlmHplus1Mbp_CBASS_I_2	1	1	1	2	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	307	2.8e-72	238.6	0.995	0.655	85	285	NA	GCF_042934525.1_NZ_CP170659.1_dnaA0_rlmHplus1Mbp_CBASS_1	CBASS	CBASS_I	Defense
GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp	GCF_042935295.1	NZ_CP170661.1	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_54	cas9_II-A_II-B_II-C_1	54	CasFinder/CAS_Class2-Subtype-II-A	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Class2-Subtype-II-A_1	1	1	1	4	1	cas9_II-A_II-B_II-C_3	accessory	1054	1.1e-139	463.1	0.992	0.712	4	753	NA	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Class2-Type-II_2,GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_3	Cas	CAS_Class2-Subtype-II-A	Defense
GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp	GCF_042935295.1	NZ_CP170661.1	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_55	cas1_I_II_III_IV_V_VI_5	55	CasFinder/CAS_Class2-Subtype-II-A	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Class2-Subtype-II-A_1	1	1	1	4	1	cas1_I_II_III_IV_V_VI_5	accessory	302	2.5e-82	272	1	0.907	3	276	NA	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Class2-Type-II_2,GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_3	Cas	CAS_Class2-Subtype-II-A	Defense
GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp	GCF_042935295.1	NZ_CP170661.1	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_56	cas2_I_II_III_IV_V_VI_6	56	CasFinder/CAS_Class2-Subtype-II-A	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Class2-Subtype-II-A_1	1	1	1	4	1	cas2_I_II_III_IV_V_VI_6	accessory	108	6.8e-39	128.6	0.931	0.991	1	107	NA	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Class2-Type-II_2,GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_3	Cas	CAS_Class2-Subtype-II-A	Defense
GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp	GCF_042935295.1	NZ_CP170661.1	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_57	csn2_II-A_10	57	CasFinder/CAS_Class2-Subtype-II-A	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Class2-Subtype-II-A_1	1	1	1	4	1	csn2_II-A_4	mandatory	330	4.2e-142	469	0.988	0.997	1	329	NA	GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Class2-Type-II_2,GCF_042935295.1_NZ_CP170661.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_3	Cas	CAS_Class2-Subtype-II-A	Defense
GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp	GCF_045786335.1	NZ_CP064467.1	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_24	RM__Type_I_REases_FAM_0.einsi_trimmed	24	defense-finder-models/RM/RM/RM_Type_I	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	931	1.1e-193	642.2	0.927	0.97	1	903	NA	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp	GCF_045786335.1	NZ_CP064467.1	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_26	RM__Type_I_MTases_FAM_0	26	defense-finder-models/RM/RM/RM_Type_I	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	519	2.5e-180	596.6	0.992	0.979	7	514	NA	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp	GCF_045786335.1	NZ_CP064467.1	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_27	RM__Type_I_S_51	27	defense-finder-models/RM/RM/RM_Type_I	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_S_01	mandatory	406	3.5e-45	150.1	0.806	0.966	13	404	NA	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp	GCF_045786335.1	NZ_CP064467.1	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_125	Abi2__Abi_2	125	defense-finder-models/DefenseFinder/Abi2/Abi2	GCF_045786335.1_NZ_CP064467.1_dnaA0_rlmHplus1Mbp_Abi2_1	1	1	1	1	1	Abi2__Abi_2	mandatory	302	1.6e-27	92.8	0.983	0.553	36	202	NA		Abi2	Abi2	Defense
GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp	GCF_045788485.1	NZ_CP064498.1	GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp_427	RM_Type_II__Type_II_REase28	427	defense-finder-models/RM/RM/RM_Type_II	GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp_RM_Type_II_1	1	1	1	2	2	RM_Type_II__Type_II_REase01	mandatory	532	8.3e-56	186.1	0.967	0.97	2	517	NA	NA	RM	RM_Type_II	Defense
GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp	GCF_045788485.1	NZ_CP064498.1	GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp_428	RM_Type_II__Type_II_MTases_FAM_2	428	defense-finder-models/RM/RM/RM_Type_II	GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp_RM_Type_II_1	1	1	1	2	2	RM_Type_II__Type_II_MTases_FAM_0	mandatory	403	1.8e-105	348.5	0.984	0.789	11	328	NA	NA	RM	RM_Type_II	Defense
GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp	GCF_045788485.1	NZ_CP064498.1	GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp_429	RM_Type_II__Type_II_REase38	429	defense-finder-models/RM/RM/RM_Type_II	GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp_RM_Type_II_1	1	1	1	2	2	RM_Type_II__Type_II_REase01	mandatory	921	7.3e-105	347.7	0.818	0.904	84	916	NA	NA	RM	RM_Type_II	Defense
GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp	GCF_045788485.1	NZ_CP064498.1	GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp_434	RM_Type_II__Type_II_MTases_FAM_2	434	defense-finder-models/RM/RM/RM_Type_II	GCF_045788485.1_NZ_CP064498.1_dnaA0_rlmHplus1Mbp_RM_Type_II_1	1	1	1	2	2	RM_Type_II__Type_II_MTases_FAM_0	mandatory	418	1.4e-54	181.2	0.968	0.969	4	408	NA	NA	RM	RM_Type_II	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_48	AbiJ__AbiJ	48	defense-finder-models/DefenseFinder/AbiJ/AbiJ	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_AbiJ_1	1	1	1	1	1	AbiJ__AbiJ	mandatory	267	1.9e-11	39.6	0.613	0.693	77	261	NA		AbiJ	AbiJ	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_50	SEFIR__bSEFIR	50	defense-finder-models/DefenseFinder/SEFIR/SEFIR	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_SEFIR_3	1	1	1	1	1	SEFIR__bSEFIR	mandatory	440	1.3e-66	221.7	0.845	0.991	1	436	NA		SEFIR	SEFIR	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_52	Nhi__Nhi	52	defense-finder-models/DefenseFinder/Nhi/Nhi	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_Nhi_2	1	1	1	1	1	Nhi__Nhi	mandatory	607	1.9e-173	573.2	0.998	0.806	1	489	NA		Nhi	Nhi	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_53	RM__Type_I_REases_FAM_0.einsi_trimmed	53	defense-finder-models/RM/RM/RM_Type_I	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_RM_Type_I_5	1	1	1	3	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	931	3.6e-192	637	0.93	0.973	1	906	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_PrrC_4	RM	RM_Type_I	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_55	RM__Type_I_MTases_FAM_0	55	defense-finder-models/RM/RM/RM_Type_I	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_RM_Type_I_5	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	519	3e-180	596.2	0.992	0.979	7	514	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_PrrC_4	RM	RM_Type_I	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_56	RM__Type_I_S_04	56	defense-finder-models/RM/RM/RM_Type_I	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_RM_Type_I_5	1	1	1	3	1	RM__Type_I_S_01	mandatory	382	4.7e-25	84.4	0.651	0.817	69	380	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_PrrC_4	RM	RM_Type_I	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_63	cas1_I_II_III_IV_V_VI_5	63	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	cas1_I_II_III_IV_V_VI_10	accessory	302	8.5e-97	319.4	0.996	0.917	3	279	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_64	cas2_I_II_III_IV_V_VI_1	64	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	cas2_I_II_III_IV_V_VI_5	accessory	102	8.9e-28	92.4	0.989	0.931	1	95	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_65	cas10_III-A_1	65	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	cas10_III-A_1	mandatory	758	3.2e-214	709	0.998	0.844	7	646	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_66	csm2gr11_III-A_1	66	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	csm2gr11_III-A_15	mandatory	142	2.3e-26	88.4	1	0.676	43	138	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_67	csm3gr7_III-A_1	67	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	csm3gr7_III-A_1	mandatory	215	2.7e-84	278.1	0.991	0.953	4	208	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_68	csm4gr5_III-A_3	68	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	csm4gr5_III-A_3	mandatory	303	1.7e-51	171.1	0.971	0.987	3	301	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_69	csm5gr7_III-A_4	69	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	csm5gr7_III-A_2	mandatory	341	1.3e-12	43.2	0.471	0.534	3	184	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_70	csm6_III_2	70	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	csm6_III_2	accessory	423	1e-171	566.4	1	0.853	61	421	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp	GCF_045926605.1	NZ_CP064453.1	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_71	cas6_I_II_III_IV_V_VI_7	71	CasFinder/CAS_Class1-Subtype-III-A	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	cas6_I_II_III_IV_V_VI_15	accessory	245	2.6e-28	95.6	0.99	0.816	42	241	NA	GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045926605.1_NZ_CP064453.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp	GCF_045926615.1	NZ_CP064456.1	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_49	RM__Type_I_REases_FAM_0.einsi_trimmed	49	defense-finder-models/RM/RM/RM_Type_I	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1040	4.2e-256	848.7	0.992	0.977	5	1020	NA	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp	GCF_045926615.1	NZ_CP064456.1	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_50	RM__Type_I_S_06	50	defense-finder-models/RM/RM/RM_Type_I	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_S_01	mandatory	440	6.3e-66	219	0.741	0.973	2	429	NA	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp	GCF_045926615.1	NZ_CP064456.1	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_51	RM__Type_I_MTases_FAM_0	51	defense-finder-models/RM/RM/RM_Type_I	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	505	2.4e-181	599.9	0.979	0.984	6	502	NA	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp	GCF_045926615.1	NZ_CP064456.1	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_82	AbiJ__AbiJ	82	defense-finder-models/DefenseFinder/AbiJ/AbiJ	GCF_045926615.1_NZ_CP064456.1_dnaA0_rlmHplus1Mbp_AbiJ_1	1	1	1	1	1	AbiJ__AbiJ	mandatory	267	1.9e-11	39.6	0.613	0.693	77	261	NA		AbiJ	AbiJ	Defense
GCF_045926625.1_NZ_CP064461.1_dnaA0_rlmHplus1Mbp	GCF_045926625.1	NZ_CP064461.1	GCF_045926625.1_NZ_CP064461.1_dnaA0_rlmHplus1Mbp_25	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	25	defense-finder-models/RM/RM/RM_Type_IIG	GCF_045926625.1_NZ_CP064461.1_dnaA0_rlmHplus1Mbp_RM_Type_IIG_1	1	1	0.167	1	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	mandatory	920	3.7e-223	739.1	0.958	0.961	26	909	NA	NA	RM	RM_Type_IIG	Defense
GCF_045927355.1_NZ_CP064464.1_dnaA0_rlmHplus1Mbp	GCF_045927355.1	NZ_CP064464.1	GCF_045927355.1_NZ_CP064464.1_dnaA0_rlmHplus1Mbp_50	AbiJ__AbiJ	50	defense-finder-models/DefenseFinder/AbiJ/AbiJ	GCF_045927355.1_NZ_CP064464.1_dnaA0_rlmHplus1Mbp_AbiJ_1	1	1	1	1	1	AbiJ__AbiJ	mandatory	267	1.9e-11	39.6	0.613	0.693	77	261	NA	NA	AbiJ	AbiJ	Defense
GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp	GCF_045927365.1	NZ_CP064646.1	GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp_110	cas6_I_II_III_IV_V_VI_7	110	CasFinder/CAS_Class1-Subtype-III-A	GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	cas6_I_II_III_IV_V_VI_15	accessory	245	2.6e-28	95.6	0.99	0.816	42	241	NA	GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp	GCF_045927365.1	NZ_CP064646.1	GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp_111	csm6_III_2	111	CasFinder/CAS_Class1-Subtype-III-A	GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Subtype-III-A_6	1	1	1	9	1	csm6_III_2	accessory	423	1e-171	566.4	1	0.853	61	421	NA	GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp_CAS_Class1-Type-III_7,GCF_045927365.1_NZ_CP064646.1_dnaA0_rlmHplus1Mbp_CAS_Cluster_8	Cas	CAS_Class1-Subtype-III-A	Defense
